Timestamp,Employment Type,Company Name,Company Size - # Employees,Primary Location (Country),Primary Location (City),Industry in Company,Public or Private Company,Years Experience in Industry,Years of Experience in Current Company  ,Job Title In Company,Job Ladder,Job Level,Required Hours Per Week,Actual Hours Per Week,Highest Level of Formal Education Completed,Total Base Salary in 2018 (in USD),Total Bonus in 2018 (cumulative annual value in USD),Total Stock Options/Equity in 2018 (cumulative annual value in USD),Health Insurance Offered,Annual Vacation (in Weeks),Are you happy at your current position?,Do you plan to resign in the next 12 months?,What are your thoughts about the direction of your industry?,Gender,Final Question: What are the top skills (you define what that means) that you believe will be necessary for job growth in your industry over the next 10 years?,Have you ever done a bootcamp? If so was it worth it?
9/11/2019 14:59:20,Full-time,,20-99,United States (US),Des Moines,Finance,Private,10-20,0-2,VP of IT,Management,,40+,40-49,Undergraduate Degree,91000,7000,,Yes,4,Yes,No,Regulation is creating more work but allowing us to get more budget $,Male,Risk management,No - never did one
9/11/2019 15:00:38,Full-time,,20-99,Croatia (HR),Zagreb,Web Development,Private,2-5,,IT administrator,System Admin,,20-39,20-39,Professional Certifications,10500,500,0,No,4,Yes,No,,Male,,No - never did one
9/11/2019 15:00:10,Full-time,An MSP,20-99,United States (US),"Sarasota, FL",IT,Private,10-20,5-10,Lead Network Engineer,Network Engineer,5 (V),40+,40-49,Professional Certifications,80000,5000,,Yes,4,It's Complicated,No,,Male,,Yes - meh
9/11/2019 15:00:14,Full-time,,100-999,United States (US),Omaha,Manufacturing,Private,5-10,0-2,Sr Systems Engineer,System Admin,,40+,40-49,Undergraduate Degree,97000,3000,0,Yes,3,It's Complicated,Yes,,Male,,No - never did one
9/11/2019 15:00:45,Full-time,,1-19,United States (US),Saint Petersburg,Internet Services,Private,5-10,,Systems Administrator,System Admin,,20-39,20-39,High School,45760,250,0,No,1,No,Don't know,,Male,,No - never did one
9/11/2019 15:00:48,Full-time,,1-19,United States (US),philadelphia,Consulting,Public,2-5,5-10,senior network engineer,Technical Support Engineer,3 (III),40+,40-49,Undergraduate Degree,85000,5000,,Yes,2,Yes,No,,Male,,No - never did one
9/11/2019 15:01:13,Full-time,,100-999,Canada (CA),,Software,Private,10-20,0-2,Sr Support Specialist ,Technical Support Engineer,,40+,40-49,No Formal Education,75000,,8000,Yes,6+,Yes,Yes,Moving to SaaS seems to have made many companies realise good IT is valuable ,Nonbinary ,"Developement, integrations, and API. Core skills are organization and curiosity ",Yes - loved it
9/11/2019 15:01:40,Full-time,,100-999,United Kingdom (GB),Belfast,Software,Public,5-10,2-5,Senior software developer ,Software Engineer (SWE),,20-39,20-39,Undergraduate Degree,52000,5000,,Yes,4,Yes,No,,Male,,No - never did one
9/11/2019 15:02:04,Full-time,Private,100-999,Canada (CA),Ottawa,Construction,Private,0-2,0-2,IT Technician,Technical Support Engineer,,40+,40-49,Undergraduate Degree,41000,1300,0,Yes,2,Yes,Don't know,,,,No - never did one
9/11/2019 15:02:47,Full-time,,100-999,United States (US),Huntsville,IT,Private,2-5,2-5,Software Engineer,Software Engineer (SWE),2 (II),40+,20-39,Undergraduate Degree,85000,,,Yes,2,It's Complicated,Yes,,Male,,No - never did one
9/11/2019 15:02:17,Full-time,,20-99,United States (US),,IT,Private,10-20,10-20,IT Director,System Admin,,40+,40-49,Trade School,93000,5000,,Yes,4,Yes,No,,Male,Automation,No - never did one
9/11/2019 15:02:18,Full-time,,100-999,United States (US),Wichita,Manufacturing,Private,2-5,2-5,Information Security Administrator,Information Security Administrator,2 (II),40+,40-49,Graduate Degree,55500,4500,,Yes,4,Yes,No,,Male,,Yes - loved it
9/11/2019 15:02:26,Full-time,IT Solutions of South Florida,1-19,United States (US),Lake Worth,IT,Private,5-10,2-5,Senior Engineer,System Admin,3 (III),40+,50-69,Professional Certifications,60000,4000,0,No,2,It's Complicated,Don't know,MSPs are awful.  ,Male,"DevOps, Linux, Containers, Security, SDN",No - never did one
9/11/2019 15:02:37,Full-time,,100-999,United States (US),Indianapolis,Media - Print & Journalism,Public,10-20,2-5,Systems Analyst,System Admin,,40+,40-49,Professional Certifications,66000,1650,,Yes,3,Yes,No,,Male,"Infosec, Cloud Infastructure, DevOps",No - never did one
9/11/2019 15:02:42,Full-time,,100-999,United States (US),,IT,Private,5-10,0-2,IT Support,System Admin,,40+,40-49,Undergraduate Degree,40000,,,Yes,2,It's Complicated,Yes,,Male,,No - never did one
9/11/2019 15:02:43,Full-time,Lockheed Martin,"100,000+",United States (US),Stratford,IT,Public,0-2,0-2,Software Engineer,Software Engineer (SWE),2 (II),40+,40-49,Undergraduate Degree,95000,0,0,Yes,3,Yes,No,,Male,,No - never did one
9/11/2019 15:02:58,Full-time,,100-999,United States (US),,Mining,Private,5-10,5-10,Director or IT,System Admin,,40+,40-49,Undergraduate Degree,75000,8000,0,Yes,2,Yes,No,,Male,,No - never did one
9/11/2019 15:03:51,Full-time,,1-19,United States (US),Charlotte,Finance,Private,20+,10-20,CISO,Network Engineer,,40+,40-49,Undergraduate Degree,170000,,,Yes,6+,Yes,No,,Male,,Yes - loved it
9/11/2019 15:03:09,Full-time,Northrop Grumman,"100,000+",United States (US),Cincinnati,Software,Public,0-2,0-2,Intern,Software Engineer (SWE),1 (I),40+,40-49,High School,50000,3500,0,Yes,2,Yes,No,,Male,,Yes - worthless
9/11/2019 15:03:47,Full-time,,100-999,United States (US),Philadelphia,IT,Private,2-5,0-2,IT Support Analyst,Technical Support Engineer,1 (I),20-39,20-39,High School,60000,2100,,Yes,6+,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 15:04:16,Full-time,Nuix,100-999,United States (US),Philadelphia,Software,Private,5-10,2-5,Senior Performance Engineer,Site Reliability Engineer (SRE),3 (III),20-39,20-39,Undergraduate Degree,92000,,,Yes,2,It's Complicated,Don't know,Good direction as a whole. ,Male,"Expanding automation, including analysis. ",No - never did one
9/11/2019 15:04:46,Full-time,NHK Seating of America,100-999,United States (US),"Frankfort, IN",Manufacturing,Private,0-2,0-2,Information Systems Coordinator,System Admin,,40+,40-49,Undergraduate Degree,48000,500,0,Yes,1,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 15:04:38,Full-time,N/A,100-999,Canada (CA),Toronto,Non profit,Non-profit,2-5,2-5,Junior Developer Operations Engineer,Dev-Ops,,20-39,20-39,Undergraduate Degree,26600,26660,0,Yes,2,It's Complicated,Yes,,Male,,
9/11/2019 15:05:15,Full-time,,"1,000-9,999",Denmark (DK),Odense,Manufacturing,Private,5-10,2-5,IT servicedesk Manager,System Admin,,20-39,20-39,Professional Certifications,84000,0,0,N/A,6+,Yes,Don't know,,Male,,No - never did one
9/11/2019 15:05:18,Contractor,,100-999,United States (US),Washington DC,Government,N/A,5-10,0-2,Systems Administrator,System Admin,2 (II),20-39,20-39,Professional Certifications,84,,,Yes,2,Yes,No,,Male,,No - never did one
9/11/2019 15:04:55,Full-time,,100-999,Canada (CA),Calgary,General Engineering,Private,10-20,2-5,Systems Administrator,System Admin,,40+,40-49,Technical School Diploma + Certifcations,64600,0,0,Yes,3,It's Complicated,Yes,,Male,Cloud Automation,Yes - meh
9/11/2019 15:05:06,Full-time,,"10,000-99,999",United States (US),Lexington,Healthcare,Academia,10-20,2-5,Infrastructure engineer,Hardware Engineer,3 (III),40+,40-49,High School,67000,0,0,Yes,2,It's Complicated,No,,Male,"Cloud, containers",No - never did one
9/11/2019 15:05:09,Full-time,,"1,000-9,999",United States (US),,Healthcare,Private,5-10,5-10,It director,System Admin,,40+,20-39,Trade School,66000,0,,Yes,5,It's Complicated,No,,Male,Automation,Yes - loved it
9/11/2019 15:05:19,Full-time,,1-19,United States (US),State of Georgia,IT,Private,5-10,5-10,IT Support Specialist,System Admin,,40+,40-49,Professional Certifications,40000,1000,,No,2,Yes,No,,Male,,No - never did one
9/11/2019 15:05:26,Full-time,,"1,000-9,999",United States Minor Outlying Islands (UM),,Education,Academia,10-20,10-20,Associate Director,System Admin,,20-39,20-39,Undergraduate Degree,140000,,,Yes,5,Yes,No,,,"Automation/Orchestration, Ability to communicate at all levels, Agility, Forward thinking",No - never did one
9/11/2019 15:05:30,Full-time,,100-999,United States (US),,Software,Private,10-20,0-2,Solution Architect,Sales Engineer,,40+,40-49,High School,160000,200000,10000,Yes,5,Yes,No,,Male,,Yes - meh
9/11/2019 15:05:39,Full-time,,20-99,United States (US),,Public Sector,Non-profit,0-2,0-2,IT Admin,System Admin,,40+,40-49,Undergraduate Degree,22.03,,,Yes,1,It's Complicated,Don't know,,,,No - never did one
9/11/2019 15:05:43,Full-time,,100-999,Denmark (DK),Odense,Construction,Private,2-5,2-5,Data analyst,Data Scientist,,20-39,20-39,Graduate Degree,69000,0,0,Yes,6+,Yes,No,,Male,,No - never did one
9/11/2019 15:05:46,Full-time,Exide,"1,000-9,999",United States (US),Alpharetta,Manufacturing,Private,10-20,0-2,IT Manager,Management,,40+,40-49,Graduate Degree,130000,13000,0,Yes,4,Yes,No,,Male,"Cloud, automation, security",No - never did one
9/11/2019 15:06:28,Full-time,,"1,000-9,999",United Kingdom (GB),Cambridge,Consulting,Private,0-2,0-2,IT Analyst,Technical Support Engineer,1 (I),20-39,20-39,Undergraduate Degree,28000,700,1000,Yes,6+,Yes,Don't know,,Male,,No - never did one
9/11/2019 15:06:31,Full-time,,20-99,United States (US),New York City,Software,Private,10-20,0-2,DevOps Engineer,Dev-Ops,,20-39,20-39,Trade School,135000,0,0,Yes,3,Yes,No,,Male,Kubernetes,No - never did one
9/11/2019 15:06:32,Full-time,,100-999,United States (US),Cincinnati,IT,Private,10-20,2-5,Network Engineer,Network Engineer,,20-39,50-69,Undergraduate Degree,150000,0,0,Yes,5,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 15:06:53,Full-time,Sunrun,"1,000-9,999",United States (US),Denver,Energy,Public,5-10,2-5,Sr. System Administrator,System Admin,,40+,50-69,Undergraduate Degree,113000,10000,7800,Yes,4,No,Yes,,Male,"Empathy, and a desire to make a positive impact every day",Yes - meh
9/11/2019 15:07:07,Full-time,,"1,000-9,999",Norway (NO),Oslo,Public Sector,Public,10-20,0-2,Senior Systems Consultant,System Admin,,20-39,20-39,No Formal Education,95000,,,N/A,4,It's Complicated,Yes,,Male,,Yes - meh
9/11/2019 15:07:13,Full-time,,100-999,Slovenia (SI),Ljubljana,IT,Private,10-20,0-2,Security Solutions Specialist,System Admin,,20-39,40-49,Undergraduate Degree,37000,5000,,N/A,5,Yes,No,,Male,,
9/11/2019 15:07:15,Full-time,SC DHEC,"1,000-9,999",United States (US),Columbia,IT,N/A,10-20,0-2,IT Technician,Technical Support Engineer,,20-39,20-39,High School,48000,500,,Yes,3,It's Complicated,Yes,,Male,,No - never did one
9/11/2019 15:07:43,Full-time,National Restaurant Association,100-999,United States (US),"Orlando, Florida",Hospitality,Non-profit,5-10,2-5,Infrastructure Engineer,Newtork Admin,2 (II),40+,40-49,High School,58000,2100,0,Yes,3,Yes,No,,Male,"Adaptability and Innovation , Office365/Cloud Management ",No - never did one
9/11/2019 15:07:49,Full-time,,100-999,United States (US),,nonprofit,Non-profit,5-10,2-5,IT Director,System Admin,,40+,20-39,Undergraduate Degree,56000,,,Yes,4,Yes,No,,Male,,No - never did one
9/11/2019 15:08:00,Full-time,,100-999,Germany (DE),Hamburg,Software,Private,20+,0-2,Systems Engineer,System Admin,,40+,40-49,Professional Certifications,53000,2000,0,N/A,6+,Yes,No,,Male,"Virtualisation, migration to web based services",No - never did one
9/11/2019 15:08:06,Full-time,,100-999,United States (US),Seattle,Retail,Private,5-10,0-2,Business Intelligence Analyst,Data Scientist,,40+,40-49,GED,95000,10000,,Yes,5,Yes,No,,Non-Binary,,Yes - meh
9/11/2019 15:08:21,Full-time,,20-99,United Kingdom (GB),exeter,IT,Private,5-10,2-5,Head of IT,System Admin,,40+,40-49,Trade School,32000,0,0,N/A,4,Yes,No,,Male,"Networking, ",No - never did one
9/11/2019 15:08:48,Full-time,,100-999,United States (US),Atlanta,Marketing Tech,Private,5-10,2-5,Staff Engineer,Software Engineer (SWE),,20-39,20-39,Undergraduate Degree,145000,0,300000,Yes,4,It's Complicated,No,Volatile and full of half-baked products.  Marketing technology is a lot of best guesses that are sold to marketers that they can use to make others feel good about marketing expenditure.  Marketing attribution is still in the Stone age and that's with the tech constantly evolving,Male,"Knowledge of cloud infrastructure, familiarity with either Big Data or AI - related challenges and complexities",No - never did one
9/11/2019 15:09:31,Full-time,Erie 1 Boces,100-999,United States (US),West Seneca,IT,N/A,5-10,0-2,Micro Computer Technical Support Specialist,Network Engineer,,20-39,20-39,Graduate Degree,54705,,,Yes,2,Yes,No,,Male,Understanding Business needs,No - never did one
9/11/2019 15:09:34,Full-time,,100-999,United States (US),New York,Software,Private,2-5,0-2,Senior IT Engineer,System Admin,,40+,40-49,Associates Degree,95000,,,Yes,6+,Yes,No,,Male,,No - never did one
9/11/2019 15:09:50,Full-time,N/A,100-999,Canada (CA),London,Finance,Public,0-2,0-2,IT Support Analyst,System Admin,2 (II),20-39,40-49,Graduate Degree,36500,1000,2000,Yes,3,It's Complicated,Yes,,Male,,No - never did one
9/11/2019 15:09:51,Full-time,,20-99,France (FR),Paris,Finance,Private,10-20,2-5,System 'Engineer',System Admin,,20-39,20-39,Undergraduate Degree,61000,0,0,Yes,6+,It's Complicated,No,,Male,,
9/11/2019 15:09:52,Full-time,,100-999,Switzerland (CH),,Construction,Private,10-20,10-20,Head of IT,System Admin,,40+,40-49,Graduate Degree,130000,0,0,No,5,Yes,No,,Male,Google-fu,No - never did one
9/11/2019 15:09:59,Full-time,,100-999,Australia (AU),Canberra,Education,Non-profit,2-5,0-2,Junior System Administrator,System Admin,,40+,20-39,Undergraduate Degree,45000,,,N/A,4,Yes,No,,Male,,No - never did one
9/11/2019 15:10:22,Full-time,WeWork,"10,000-99,999",United States (US),NYC,Internet Services,Private,2-5,0-2,Systems Engineer,Network Engineer,3 (III),40+,20-39,Undergraduate Degree,90000,100,50000,Yes,3,It's Complicated,Yes,It’s WeWork.... just google it,Male,,No - never did one
9/11/2019 15:10:37,Full-time,,1-19,United Kingdom (GB),Canterbury,Software,Private,2-5,2-5,Senior developer,Software Engineer (SWE),,20-39,0-10,Doctorate or Post-doctorate,50000,,,No,4,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 15:10:40,Full-time,,100-999,United States (US),,Healthcare,Private,5-10,5-10,Systems Administrator,System Admin,,40+,40-49,Undergraduate Degree,37440,0,0,No,3,No,Yes,"I feel like Peter Gibbons, ""Every day you see me is the worst day of my life"".",Male,"Networking (in the ""Job search"" and ""IT"" sense), Security ",No - never did one
9/11/2019 15:10:44,Full-time,,1-19,United States (US),,Healthcare,Private,20+,0-2,Software Engineeer,Software Engineer (SWE),,40+,20-39,Undergraduate Degree,113500,1500,0,Yes,3,Yes,No,,Male,,No - never did one
9/11/2019 15:10:59,Full-time,,100-999,United States (US),"Phillipsburg, NJ",Manufacturing,Private,5-10,5-10,IT Supervisor,System Admin,,40+,40-49,Undergraduate Degree,52064.4,250,0,Yes,4,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 15:11:15,Contractor,Optimize Manpower Solutions,"1,000-9,999",United States (US),Montgomery,IT,Public,5-10,0-2,Systems Administrator,System Admin,,40+,40-49,High School,95000,0,0,Yes,2,Yes,Don't know,,Male,,Yes - meh
9/11/2019 15:11:19,Full-time,Gateway Technical College,"1,000-9,999",United States (US),"Kenosha, WI",IT,Academia,5-10,5-10,Local Area Network technician,System Admin,2 (II),40+,40-49,Trade School,61089.6,0,0,Yes,2,No,Don't know,,Male,"Reduced administration cost, while passing the benefit to students and faculty/staff.",No - never did one
9/11/2019 15:11:35,Full-time,It,1-19,Canada (CA),,IT,Private,20+,20+,It,System Admin,,20-39,20-39,High School,100000,0,0,N/A,4,Yes,No,,Male,,No - never did one
9/11/2019 15:12:15,Full-time,,20-99,United States (US),Annapolis,Advertising,Private,10-20,0-2,IT Manager,System Admin,,40+,50-69,Professional Certifications,67000,4000,,Yes,2,Yes,No,,Male,"design, architecture, automation ",No - never did one
9/11/2019 15:12:26,Full-time,Glamcorner,20-99,Australia (AU),Sydney,E-Commerce,Private,0-2,0-2,Graduate Developer,Web Developer,1 (I),20-39,40-49,Undergraduate Degree,44600,0,0,No,4,Yes,Yes,,Male,,No - never did one
9/11/2019 15:12:48,Full-time,,"1,000-9,999",Belgium (BE),,IT,Public,2-5,0-2,System Engineer,System Admin,,40+,40-49,Undergraduate Degree,25080,,,Yes,6+,Yes,Don't know,,Male,Cloud Computing,No - never did one
9/11/2019 15:12:48,Full-time,,"1,000-9,999",United States (US),,Food,Private,0-2,0-2,Help Desk Technician,Technical Support Engineer,1 (I),40+,20-39,Trade School,42600,20,,Yes,2,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 15:12:49,Full-time,Crown Equipment,"10,000-99,999",United States (US),"Troy, Ohio",Manufacturing,Private,2-5,0-2,Web Developer 1,Web Developer,1 (I),40+,40-49,Undergraduate Degree,75000,,,Yes,2,Yes,No,,Male,,No - never did one
9/11/2019 15:13:05,Full-time,,20-99,United States (US),,Education,Private,5-10,2-5,Technical Support Specialist,Technical Support Engineer,2 (II),40+,20-39,High School,35000,0,0,Yes,3,Yes,Don't know,Automate it or get left behind,Male,"Automation, problem solving",No - never did one
9/11/2019 15:13:25,Full-time,,"1,000-9,999",United States (US),,Construction,Private,10-20,5-10,IT Administrator,System Admin,,40+,40-49,Undergraduate Degree & Some Professional Certifications,57000,3000,,Yes,3,It's Complicated,Don't know,,Male,,Yes - meh
9/11/2019 15:14:10,Contractor,DoD,"100,000+",United States (US),,Web Development,Private,5-10,2-5,Web Penetration Tester,Security,3 (III),40+,40-49,Graduate Degree,90000,0,0,Yes,3,Yes,No,Automation is required. Documentation as a Service is booming. 'Compliance' will never go away. ,Male,"Automation, scripting, being able to explain risk to non-technical peers, Linux, Javascript, desire to never stop learning, organization",Yes - loved it
9/11/2019 15:14:04,Full-time,,100-999,United States (US),,IT,Non-profit,5-10,0-2,Systems Administrator,System Admin,1 (I),20-39,20-39,High School,65000,,,Yes,2,Yes,No,,Male,,No - never did one
9/11/2019 15:14:06,Full-time,Weedmaps,100-999,United States (US),Orange County,IT,Private,10-20,0-2,Senior System Administrator,System Admin,,40+,20-39,High School,145000,,,Yes,3,Yes,No,"It’s a bit different now that I am at a Tech Company, but previously only seeing IT as a cost center vs a way to invest in efficiency and security has pushed us to lower overall budgets, outsource, and the rise of the ITaaS/MSP scene which just doesn’t provide the same value. (Been there done that on both sides.)",Male,"Interpersonal communication, leadership, the ability to translate techno speech into layman’s terms, relatability.",No - never did one
9/11/2019 15:14:31,Full-time,Small Community College,100-999,United States (US),,Education,Academia,2-5,2-5,IT Admistrator I,System Admin,1 (I),40+,40-49,Undergraduate Degree,48500,0,0,Yes,2,Yes,Yes,,Male,"Cloud Administration, NetSec, Development/Scripting",No - never did one
9/11/2019 15:14:20,Full-time,USAA,"10,000-99,999",United States (US),San Antonio,Financial Services,Private,5-10,5-10,Information Security Engineer,Information Security Engineering,,40+,40-49,Undergraduate Degree,100000,16000,0,Yes,4,Yes,No,Industry is strong. Role in industry isn’t going away. ,Male,Adept at software development as well as application security. The latter is becoming increasingly needed. ,No - never did one
9/11/2019 15:14:31,Full-time,,100-999,United States (US),,IT,Private,10-20,2-5,IT Manager,System Admin,,40+,40-49,Undergraduate Degree,50000,0,0,Yes,2,It's Complicated,Yes,,Male,,No - never did one
9/11/2019 15:14:40,Self-Employed,,20-99,Portugal (PT),Porto,Web Development,Private,10-20,5-10,Tech Lead,Management,,40+,50-69,Graduate Degree,60000,0,0,Yes,5,Yes,No,,Male,,No - never did one
9/11/2019 15:15:46,Full-time,,"1,000-9,999",United States (US),"Odessa, Tx",Oilfield Service,Public,5-10,0-2,Network Engineer,System Admin,2 (II),40+,40-49,High School,87000,7500,0,Yes,3,It's Complicated,Don't know,"Some companies are career dead-ends. Try to avoid these places (wont upgrade, technology, wont pay for support). ",Male,"Hyperconverged, AWS, Azure, Cloud",Yes - loved it
9/11/2019 15:16:08,Full-time,McAfee,"1,000-9,999",Ireland (IE),,IT,Private,10-20,2-5,DevOps,Dev-Ops,,20-39,40-49,Graduate Degree,53000,1000,0,Yes,5,No,Don't know,,Male,AWS,No - never did one
9/11/2019 15:16:24,Full-time,,"10,000-99,999",United States (US),Chicagoland,Manufacturing,Public,10-20,2-5,IT Manager,Management,,40+,50-69,Undergraduate Degree,150000,20000,0,Yes,3,Yes,No,Manufacturing in the US is all about automation,Male,,No - never did one
9/11/2019 15:16:46,Full-time,,20-99,Italy (IT),Bologna,IT,Private,10-20,5-10,System Administrator,System Admin,5 (V),40+,40-49,High School,40000,,,N/A,6+,It's Complicated,No,,Female,"Ansible, monitoring, automation, vm, vmware",No - never did one
9/11/2019 15:16:48,Full-time,Region 7 ESC,100-999,United States (US),Kilgore,Education,Non-profit,5-10,5-10,Network/Security Specialist,Newtork Admin,,20-39,40-49,Undergraduate Degree,82311,,,Yes,2,It's Complicated,Don't know,Working in Education is a crapshoot.,Male,Next Generation Firewalls - most schools are moving to them,Yes - meh
9/11/2019 15:16:52,Full-time,,100-999,United States (US),Chicago,Consulting,Private,2-5,2-5,Solution engineer ,Sales engineer ,1 (I),40+,20-39,Undergraduate Degree,65000,15000,0,Yes,2,Yes,No,,Male,,No - never did one
9/11/2019 15:16:31,Full-time,,100-999,United States (US),San Diego,Software,Private,5-10,,Supervisor of IT,Newtork Admin,1 (I),40+,40-49,Undergraduate Degree,116000,4000,4000,Yes,4,Yes,No,,Male,"cloud, virtualization, convergence, block chain, ",Yes - meh
9/11/2019 15:16:54,Full-time,,"1,000-9,999",United Kingdom (GB),Bristol,Healthcare,Non-profit,2-5,2-5,IT engineer,Technical Support Engineer,2 (II),20-39,20-39,High School,36000,1000,0,N/A,5,Yes,Don't know,,Male,,No - never did one
9/11/2019 15:16:59,Full-time,Booz Allen,"10,000-99,999",United States (US),Washington D.C,Consulting,Public,2-5,0-2,Lead technologist,Cyber engineer,2 (II),40+,40-49,Undergraduate Degree,85000,0,0,Yes,3,Yes,No,Good,Male,Automation,No - never did one
9/11/2019 15:17:13,Full-time,,"1,000-9,999",United Kingdom (GB),,Construction,Public,5-10,0-2,Field Engineer,Technical Support Engineer,,40+,20-39,Undergraduate Degree,38211.68,3697.9,0,Yes,5,Yes,No,,Male,,No - never did one
9/11/2019 15:17:27,Full-time,Park District,100-999,United States (US),Chicago,Public Sector,N/A,5-10,5-10,Superintendent of I.T.,Management,8 (VIII),40+,40-49,Undergraduate Degree,80000,,,Yes,3,Yes,No,Slowly catching up,Male,,Yes - meh
9/11/2019 15:17:32,Full-time,,20-99,United States (US),,IT,Private,2-5,0-2,Technology Coordinator,Program Manager,,40+,50-69,Graduate Degree,60000,,,Yes,2,Yes,No,,Male,,No - never did one
9/11/2019 15:18:06,Full-time,,100-999,United States (US),,Consulting,Private,2-5,0-2,Information Security Consultant,Technical Support Engineer,,40+,40-49,Undergraduate Degree,105000,,,Yes,3,It's Complicated,No,,Male,,Yes - loved it
9/11/2019 15:18:11,Full-time,,1-19,United States (US),Grand Rapids,Web Development,Private,2-5,0-2,Full Stack Developer,Web Developer,,40+,20-39,High School,60000,300,,Yes,2,It's Complicated,Yes,,Male,,No - never did one
9/11/2019 15:18:12,Full-time,First National Bank of America ,100-999,United States (US),East Lansing,Finance,Private,5-10,2-5,Network Administrator ,Newtork Admin,3 (III),40+,40-49,Undergraduate Degree,62500,2000,,Yes,3,Yes,Don't know,"Recession dependent, especially real estate banking.",Male,,Yes - meh
9/11/2019 15:18:18,Full-time,DSL,20-99,Denmark (DK),Copenhagen,Media - Print & Journalism,Public,0-2,0-2,Sysadmin,System Admin,,20-39,20-39,Graduate Degree,65700,0,0,N/A,5,Yes,No,Exciting,Male,"pyhton, automation, versatility",No - never did one
9/11/2019 15:18:31,Full-time,,100-999,United States (US),,Manufacturing,Private,2-5,2-5,Software Support,Technical Support Engineer,2 (II),40+,40-49,Professional Certifications,41000,,,Yes,2,Yes,Don't know,,Male,,No - never did one
9/11/2019 15:18:50,Full-time,Target,"10,000-99,999",United States (US),Minneapolis,Retail,Public,5-10,0-2,Lead Security Analyst,Security,6 (VI),40+,40-49,Undergraduate Degree,150000,0,0,Yes,3,No,Yes,,Male,"Imagination, creativity, ambition",No - never did one
9/11/2019 15:19:05,Full-time,Dassault Systemes,"1,000-9,999",United States (US),"Paso Robles, CA",Internet Services,Public,2-5,2-5,Systems Engineer,Dev-Ops,2 (II),40+,50-69,High School,70000,5000,,Yes,3,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 15:19:10,Full-time,,"10,000-99,999",United States (US),Minneapolis,Finance,Public,5-10,0-2,Design engineer,Architecture,,40+,20-39,Undergraduate Degree,125000,17500,,Yes,4,Yes,No,,,,No - never did one
9/11/2019 15:19:46,Full-time,,100-999,United States (US),,Banking,Private,10-20,5-10,Senior Information Systems Administrator,System Admin,4 (IV),40+,40-49,Graduate Degree,72000,6000,0,Yes,2,Yes,No,,Male,,No - never did one
9/11/2019 15:20:00,Full-time,,"1,000-9,999",United States (US),,Healthcare,Academia,10-20,5-10,Applications Analyst,System Admin,,40+,10-19,Undergraduate Degree,69111,0,0,Yes,6+,It's Complicated,Don't know,,Male,"Web development, and server management",No - never did one
9/11/2019 15:20:20,Full-time,,100-999,United States (US),,IT,Private,10-20,0-2,System Administrator,System Admin,,40+,40-49,Professional Certifications,85000,95000,,Yes,3,Yes,No,,Male,,Yes - meh
9/11/2019 15:20:40,Full-time,Civic Engineers,100-999,United Kingdom (GB),Manchester,General Engineering,Private,2-5,2-5,IT Analyst,System Admin,,20-39,40-49,Professional Certifications,24650,0,0,N/A,4,Yes,Yes,"Seems to have been overly optimistic with growth without having the IT resource to handle it, but as a company is successful and making a growing impact in the industry",Male,,No - never did one
9/11/2019 15:20:59,Full-time,NYISO,100-999,United States (US),Albany,Energy,Non-profit,5-10,5-10,Unix Administrator,System Admin,,40+,40-49,Undergraduate Degree,74000,6000,,Yes,3,Yes,No,,Male,,No - never did one
9/11/2019 15:20:50,Full-time,,"1,000-9,999",United States (US),Pittsburgh,Telecommunications,Public,5-10,2-5,Senior Desktop Analyst,System Admin,3 (III),40+,40-49,Undergraduate Degree,73000,11000,,Yes,4,Yes,Don't know,Going nowhere but up as data needs increase,Male,"Powershell, automation, PaaS",Yes - meh
9/11/2019 15:21:29,Full-time,Microsoft,"100,000+",United States (US),Dallas - Ft Worth,Software,Public,5-10,2-5,Support Escalation Engineer,Technical Support Engineer,,40+,20-39,Undergraduate Degree,89500,8000,,Yes,3,It's Complicated,No,,Female,,No - never did one
9/11/2019 15:21:31,Full-time,Diligent,"1,000-9,999",United States (US),,Software,Private,10-20,5-10,Development Lead,Software Engineer (SWE),7 (VII),40+,40-49,Undergraduate Degree,131350,19700,,Yes,3,Yes,No,,Male,,No - never did one
9/11/2019 15:21:32,Full-time,N/A financial institution,100-999,United States (US),NYC,Finance,Private,5-10,5-10,VP - InfoSec,IS analyst,,20-39,20-39,Graduate Degree,145000,25000,,Yes,5,Yes,No,,Male,,No - never did one
9/11/2019 15:21:55,Full-time,,100-999,United States (US),Fargo,Internet Services,Private,10-20,5-10,System Administrator,System Admin,3 (III),40+,40-49,High School,70000,10000,,Yes,4,Yes,No,,Female,"Programming,Containers",No - never did one
9/11/2019 15:22:08,Full-time,Tech Support Group,1-19,United Kingdom (GB),London,IT,Private,0-2,0-2,Technical Support Engineer ,Technical Support Engineer,,40+,40-49,Professional Certifications,24654.9,800,,Yes,4,It's Complicated,Yes,,Male,,Yes - meh
